0.2509429,-0.8956589,-8.076136,0.4194051,1.9132373,-10.106428,3.3357043,3.7470937,-4.4154525,-1.1981931,-6.873436,-9.24698,1.9269059,-6.515904,4.1785994,-9.034529,-5.9735575,6.153459,-3.9976406,-4.2743
-0.9499835,0.9939243,-0.11470312,2.1480439,0.30826727,-1.338938,-2.4483747,-0.8770697,-0.5221468,4.649513,-1.0261182,-0.108453095,-3.0871704,-2.571085,-1.9122709,-0.9597771,0.26229724,-1.5065523,-2.9974205,-2.0830677
-0.89629513,1.7592518,-1.7979331,-3.8422103,3.8338883,0.12941006,2.3573718,-2.2835495,5.1827197,-3.4882581,1.4233507,-3.517839,-2.6535227,-6.49248,-6.279125,1.0122925,-1.4212404,-1.4331864,-6.148304,-4.9521666
0.23152144,0.56785125,-5.1353817,-12.939788,-8.036895,-7.1482816,-6.7869687,-9.756374,-9.525147,-10.162456,-7.2401505,-8.908559,-8.916708,-4.7553825,-8.002657,3.6136646,1.5994341,3.8743463,5.324224,4.4534335
-0.8998347,0.83752304,0.7815145,2.4291255,-0.4983927,-0.7699567,1.3146018,-1.0163246,-1.0613766,-0.66813976,-0.9297376,-1.3057266,-1.1030017,-1.0435785,-1.1764191,-0.89912593,-1.1030881,-0.95724833,-1.1626302,-0.85206264
-0.80996203,0.75789535,0.7917699,0.0699426,-0.3139999,-0.6120372,0.97758436,-1.0040153,-1.1812364,-0.4531155,-0.97291356,-1.329928,-1.5832149,-0.89791733,-0.89512426,0.95784235,-1.009968,-1.098288,-1.1573447,-1.1341982
-0.91443413,0.8972243,0.4966564,0.17014793,-0.7019974,0.18471065,-0.40550128,-1.039492,-1.170612,-0.922856,-0.94054997,-1.3931798,-1.1608636,-1.1378917,-1.2705038,4.1105657,-1.0747367,-1.25038,-1.3363848,-1.3569262
-1.2568184,1.6385475,-0.04224013,2.2391343,-6.3022447,1.8925617,-5.9897566,-6.8831573,-6.7348466,-0.3490575,3.0266583,-6.5519648,-2.4601805,2.124421,1.3071891,-1.4133035,-3.9442282,-6.760747,4.4212813,-6.790705
-0.9128026,0.8651615,0.8523296,0.7506832,-0.2177736,-0.6009054,-0.05303261,-0.99171716,-1.0089585,-0.78707653,-0.9476847,-1.3978101,-1.011178,-1.0752844,-1.0330523,-0.5691955,-1.1080482,-0.9719505,-1.1522712,-1.0021847
-0.39364034,0.9695729,0.8069782,-1.2616827,-0.23837015,-0.6379772,-0.41360095,-0.7506895,-0.9784352,-0.7147445,-0.8617535,-1.2239711,0.94142234,-2.1102962,-0.97015995,-0.59949636,-0.82452947,-0.87722075,-0.8813909,-0.8079581
-0.10562564,0.4648375,1.7571082,-0.45429865,-0.47004348,-0.5972247,-0.040999085,-0.8435302,-0.97816706,-0.51789314,-0.69506264,-0.99433225,-0.6267631,-0.83301586,-0.76297635,-0.7672183,-0.90740347,-0.9365063,-0.76161855,-0.9671792
-0.8596573,0.8186043,0.7903128,0.046504207,-0.50338334,-0.5755622,0.36694008,-0.9761588,-0.9871108,-0.6378742,-0.8655316,-1.3665112,-0.8477785,-1.0214331,-0.9528061,-0.3796958,-0.8734249,-1.1264845,-1.1123639,-0.9627614
-0.3730735,0.8661057,0.5839439,-1.4345931,0.47721446,-0.6839679,1.4546202,-1.0675454,-1.0266575,-0.73187876,-0.57445544,-1.3723003,-1.3304508,-1.0188106,-0.8191611,-0.48511204,-0.9277972,-0.98354137,-0.94668686,-0.98933417
-0.23255816,0.13573486,3.241098,-3.1074004,3.353625,-2.602963,-4.7509537,1.830904,-5.7682614,1.2757163,-4.0802307,3.9898815,0.6246755,-3.9116771,-1.87682,-3.674821,1.5016257,-3.8124835,1.4265853,-3.9884932
0.14297432,0.40677953,-1.1781783,-0.7470794,-0.6199168,-0.6375218,1.74234,-0.9048938,-0.8506801,-0.5712772,-0.4813493,-0.9135101,-0.83025724,-0.81306815,-0.6554863,-0.1802931,-0.80005383,-0.8664304,-0.84972644,-1.8206412
-0.91217786,0.84379584,1.0163625,1.0658464,-0.36271837,-1.0703145,-0.26875976,-0.9232238,-0.9082863,-0.638803,-0.9326485,-1.2969557,-1.2499052,-1.1245862,-0.97428983,-0.73947,-0.9944654,-1.173097,-1.2344899,-0.9919329
1.5698198,-4.0065713,1.9211094,-3.6180809,0.9143805,-4.094044,-2.0171626,4.7887583,-2.0437906,3.7907832,4.40466,-2.7737997,-4.7422624,-5.796353,-7.9207287,5.3099537,-2.5912716,2.2860804,-3.3420668,-4.841231
-1.9463228,1.8831726,4.257157,4.8345056,4.2013173,4.95002,-1.5171639,-6.819415,-6.318439,-8.961168,-4.618067,0.4815485,0.5419069,-3.5074096,-7.7620034,-1.0239941,-6.2851415,-8.439434,-9.862284,-4.890528
0.10751607,-3.006217,-3.9299567,-4.987244,-3.7995083,2.4660017,-5.9516573,0.4942962,5.183328,-1.8392998,-8.731534,2.447937,1.6944493,2.3426273,-1.1198603,1.0622132,-6.6139317,-6.9199305,-7.32395,5.1905093
-0.9137521,0.82071066,0.87195975,0.34594616,-0.18952648,-0.5966962,-0.014989677,-0.9536584,-0.96344364,-0.8251124,-0.9702581,-1.3082132,-1.0571728,-1.1333027,-1.040622,-0.3696443,-0.92251116,-1.067944,-1.1270334,-1.0370791
-1.3228241,1.3133054,2.1333883,-4.312279,-6.716136,-5.2740445,4.3059516,-3.5804021,-2.9084466,3.381183,-3.6148572,-3.2946973,4.378174,5.137214,-4.196876,-2.517037,3.8045099,-8.093504,0.29717353,-6.0704136
-0.9006316,0.8762399,0.88646823,0.027233988,-0.6190848,-0.25797722,-0.095296346,-0.92030907,-1.1216233,-0.6702561,-0.87218755,-1.4580929,-1.1062539,-1.1022792,-1.0047792,-0.9208071,-0.96500474,-1.2134738,-1.2002579,-0.9583686
-0.86582094,0.8785433,0.86341995,0.18988664,-0.33296436,-0.5488804,0.1946689,-0.96405596,-1.0376222,-0.58432126,-0.98882914,-1.3613253,-1.173461,-0.93121475,-0.97642535,-0.41170812,-0.9821236,-1.1459904,-1.1692036,-1.0635636
-0.15580125,0.89296,-0.6561904,-0.5387601,-0.47030735,-0.5800234,-0.26782012,-0.8544272,-0.8204526,-0.67279696,-0.7507873,-1.0192202,-0.6986364,-0.6925938,-0.4789607,-0.6511782,-0.76491475,-0.8739856,-0.87098646,-0.8031476
-0.84276915,0.92547923,0.81029546,0.21393216,-0.50256485,-0.48155254,-0.053277798,-1.0500082,-1.0779531,-0.6781401,-0.89947647,-1.431703,-1.3532978,-1.2548898,-1.010111,1.1746827,-1.0557635,-1.1843553,-1.1604959,-1.1428459
-0.9254841,0.95216006,0.7252808,1.2645023,-1.9107395,1.1810256,1.4393301,-0.55106926,-1.8177729,-1.0177253,-0.81556207,-1.4401193,-2.0172038,-1.2687583,-1.7642736,-1.0418862,-1.2545743,-1.5017921,-1.4493283,-1.270962
1.8512317,-4.520119,0.16212146,-1.6410545,-5.315169,-0.72391546,1.7324756,-8.86139,-2.7217891,-0.4282414,1.0221359,4.3926105,-6.4807205,-4.1028132,4.591903,-7.143305,3.8647754,-4.397368,-4.067209,1.8176408
-0.83180237,0.8808393,0.77530944,0.2079679,-0.5609716,-0.63552684,1.2164441,-0.94091254,-1.0465672,-0.8063117,-0.98592335,-1.303169,-1.1228943,-1.1206717,-1.0739415,-0.10283942,-1.0411172,-1.1118085,-1.1285965,-1.0663428
-0.36233485,0.77076346,1.643797,-0.5636424,-0.57214785,-0.94641834,-0.3649678,-0.88279444,-0.8192516,-0.43860072,-0.7428367,-1.1517524,-0.7830692,-0.859958,-0.6398484,-0.35188806,-0.90982264,-0.934784,-0.90082204,-0.8204416
-0.88979167,0.86911714,0.8707758,0.5778353,-0.48924088,-0.54359657,0.043174844,-0.94858694,-1.1445841,-0.8202957,-1.0846145,-1.2693908,-1.0729285,-1.0475144,-1.0261985,-0.5986263,-0.9655942,-0.97796357,-1.1302865,-1.1099166
-0.8520924,0.7739907,0.8677805,0.35411185,-0.38659564,-0.4727152,1.8878502,-0.89306134,-1.0457691,-0.65533155,-0.97745186,-1.3238719,-1.1712257,-0.83795154,-0.97270304,-0.49720943,-1.0816774,-1.0497601,-1.154459,-0.8584598
